fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240503 164109	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	97	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.47451124474062	0.718585774323633	871	529	14736	51264083.958021	16
20240503 164422	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	228	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.051364111032938	0.899982469388775	2040	939	10369	61649761.6191904	17
20240503 165452	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1764	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100844735247442	0.899955807255653	809	1201	10684	61836875.5622189	18
20240503 170819	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	722	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100732692232566	0.89298073532918	1487	260	11531	60774076.4617691	19
20240503 171234	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	506	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.050562352723413	0.827512961117996	1365	1164	11986	61319541.2293853	20
20240503 172712	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9819	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0102351545550872	0.883304912178236	8	923	11172	60781331.3343328	21
20240503 173721	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1880	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100014658910899	0.853712753658864	2046	1569	10410	62124962.5187406	22
20240503 174455	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1030	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.010255755023765	0.770798205324264	2047	1179	11426	63107547.2263868	23
20240503 180032	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1628	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100824156348846	0.504076696674228	2048	1257	10638	63161322.3388306	24
20240503 181735	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2792	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0102814586042067	0.626071906355912	2048	1242	11376	61542044.9775112	25
20240503 183611	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2569	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101259355085097	0.50031694653323	1023	1658	10910	62804032.9835082	26
20240503 184631	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1066	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100392783494924	0.500071020114721	1869	1507	10442	62337628.185907	27
20240503 185659	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2145	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100101351398357	0.788879303916817	337	1704	10200	62517421.2893553	28
20240503 191641	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2915	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101333773889152	0.500134130498745	257	1997	9870	62237316.3418291	29
20240503 193213	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2005	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100945006540676	0.500814040816854	404	1457	10244	62722152.9235382	30
20240503 195137	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2756	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100928432930113	0.500442506119217	406	1741	11682	62202215.892054	31
20240503 201451	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5905	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.010030257742517	0.785140408960005	1038	1976	10747	61110364.3178411	32
20240503 203551	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2953	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100402139623438	0.500098033199961	1064	1371	10537	61767650.6746627	33
20240503 205119	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1727	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101491652309274	0.500408939711995	2046	798	10598	62498593.7031484	34
20240503 211105	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2577	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0102645558619774	0.5002722336013	2043	1071	10823	62395767.6161919	35
20240503 212134	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1991	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.010048720247285	0.787100074584919	539	1541	9948	62050692.6536732	36
20240503 214934	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4142	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101926744559266	0.500217662953133	2047	1405	11585	60848058.4707646	37
20240503 221119	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2976	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100308671051331	0.501585150264783	155	1644	11012	62448797.6011994	38
20240503 222011	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	873	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101519455556031	0.832029909900067	2047	637	10789	62178727.1364318	39
20240503 223435	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1772	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101818889913194	0.544558774828373	645	1629	10824	63228809.5952024	40
20240503 225848	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3207	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100295034133819	0.551387153665375	589	1645	10681	61986025.4872564	41
20240503 231907	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2911	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100258237683737	0.500598140920598	601	1629	10088	62128923.5382309	42
20240503 233234	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1457	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100646448370691	0.5000563660797	1707	945	10422	62701316.3418291	43
20240503 234109	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1178	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100726418488755	0.686363207693212	1927	953	9791	62656385.3073463	44
20240503 235046	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	847	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101489030998758	0.500200203126241	294	101	13045	61461761.6191904	45
20240504 000230	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	861	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100212539490626	0.501361453020624	1869	454	10763	61807431.7841079	46
20240504 002544	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3028	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100101603646683	0.511044822563675	844	974	10494	61790443.7781109	47
20240504 003520	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1494	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100236032521659	0.752283541846393	1919	1051	10668	62714620.6896552	48
20240504 005758	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3346	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101862985310359	0.501493765281934	1639	1813	10806	62452944.5277361	49
20240504 011044	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2605	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0667505970018917	0.501462624486711	8	1843	10658	61884830.5847076	50
20240504 011919	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1263	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101242457937534	0.743223125839908	1864	1065	10377	62830919.0404798	51
20240504 014536	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5338	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100032393119462	0.505444085122167	17	1220	11968	62150632.6836582	52
20240504 015309	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	986	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100614405318118	0.740016113937664	1873	1054	11049	62776718.1409295	53
20240504 020040	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	986	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100614405318118	0.740016113937664	1873	1054	11049	62776718.1409295	54
20240504 021009	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1481	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100801165717511	0.740486839665754	1866	1098	10032	62589517.2413793	55
20240504 025400	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9962	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.010010659886857	0.541390911781295	35	411	11305	59777833.5832084	56
20240504 030302	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1344	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101301239946804	0.756042746732374	1918	1044	10650	62427511.2443778	57
20240504 031526	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1350	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100794949391368	0.503483379273335	1737	1148	10357	62889359.82009	58
20240504 035443	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2640	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.010074166039368	0.547991743387583	2048	100	11351	59952997.0014993	59
20240504 040615	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6198	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101073171397851	0.899814507200622	12	1602	12013	61349845.5772114	60
20240504 043059	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3357	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100813979527987	0.501835318052108	1763	1154	11110	61863763.1184408	61
20240504 044448	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1740	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0101651224941424	0.500134190067389	371	1683	10568	62433031.4842579	62
20240504 045733	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2758	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.010028071037435	0.714877476208177	1577	1687	9730	62233388.3058471	63
20240504 051834	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3100	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.010540928305841	0.50315741729293	832	1816	9811	61768619.1904048	64
20240504 052343	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	473	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0796999486898654	0.500095496812874	1783	1696	10846	59921910.0449775	65
20240504 053135	1065	301207	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	942	1	1	1	FALSE	1	0.1	50	0.5	FALSE	442367	0.0100221387823027	0.767292348309667	2046	877	11578	61386419.7901049	66
